Nome,Embalagens_Sustentaveis,Reducao_Desperdicio,Fornecedores_Locais,Emprego_Justo,Envolvimento_Comunitario,Produtos_Saudaveis,Transparencia_Negocios,Cumprimento_Regulamentacao,Etica_Relacionamentos,Conformidade_ESG
FoodTruck21268,1,1,0,0,1,1,1,1,0,0
FoodTruck21269,0,0,1,1,0,1,0,0,0,0
FoodTruck21270,0,1,0,0,1,1,0,0,0,0
FoodTruck21271,1,0,0,1,1,0,1,1,1,0
FoodTruck21272,0,0,0,1,0,1,0,1,1,0
FoodTruck21273,1,0,0,1,0,0,1,0,1,0
FoodTruck21274,0,0,1,0,0,0,1,1,0,0
FoodTruck21275,1,1,0,0,0,0,0,1,1,0
FoodTruck21276,1,1,0,1,1,0,1,1,1,0
FoodTruck21277,1,0,1,0,1,0,1,0,0,0
FoodTruck21278,0,0,1,0,0,0,1,0,0,0
FoodTruck21279,0,0,1,0,1,1,0,1,1,0
FoodTruck21280,0,1,1,0,0,1,0,0,0,0
FoodTruck21281,0,0,0,1,1,0,0,0,0,0
FoodTruck21282,0,1,1,0,1,0,1,0,0,0
FoodTruck21283,0,0,0,0,1,1,0,1,0,0
FoodTruck21284,1,1,1,0,0,1,0,1,0,0
FoodTruck21285,1,1,1,0,1,1,0,1,1,0
FoodTruck21286,1,0,0,1,1,0,1,0,0,0
FoodTruck21287,1,1,1,0,1,1,1,0,0,0
FoodTruck21288,0,1,0,1,0,1,1,1,1,0
FoodTruck21289,1,0,0,0,0,0,0,1,0,0
FoodTruck21290,0,0,1,0,0,0,1,0,1,0
FoodTruck21291,1,0,1,1,1,0,1,0,1,0
FoodTruck21292,0,0,1,0,1,1,0,0,0,0
FoodTruck21293,0,0,0,0,0,1,0,1,0,0
FoodTruck21294,1,1,0,0,0,0,0,0,1,0
FoodTruck21295,1,1,1,0,1,0,0,0,1,0
FoodTruck21296,1,1,1,1,1,1,0,0,0,0
FoodTruck21297,0,0,0,0,0,0,1,0,1,0
FoodTruck21298,1,1,0,1,1,0,1,0,0,0
FoodTruck21299,1,1,0,0,0,1,1,0,0,0
FoodTruck21300,1,0,1,1,1,1,0,0,0,0
FoodTruck21301,1,0,1,0,0,1,1,0,0,0
FoodTruck21302,1,0,0,0,0,1,1,1,1,0
FoodTruck21303,1,1,0,0,0,1,0,0,1,0
FoodTruck21304,1,0,1,1,1,1,1,1,1,0
FoodTruck21305,1,0,1,1,0,1,0,0,0,0
FoodTruck21306,1,0,1,0,1,0,0,1,1,0
FoodTruck21307,0,0,0,1,1,1,0,1,0,0
FoodTruck21308,0,0,0,1,1,1,0,1,1,0
FoodTruck21309,0,1,1,0,1,1,1,0,0,0
FoodTruck21310,1,1,0,0,1,0,1,0,1,0
FoodTruck21311,1,1,0,0,0,0,1,0,0,0
FoodTruck21312,1,1,1,1,0,1,1,1,1,0
FoodTruck21313,1,0,1,1,1,1,1,0,0,0
FoodTruck21314,0,0,1,0,1,1,0,1,0,0
FoodTruck21315,0,1,0,1,0,0,1,0,0,0
FoodTruck21316,1,1,1,0,1,1,0,0,1,0
FoodTruck21317,0,0,1,1,0,1,0,1,1,0
FoodTruck21318,1,0,0,1,0,1,0,1,1,0
FoodTruck21319,0,0,1,1,0,0,0,1,1,0
FoodTruck21320,1,0,1,1,1,1,1,1,0,0
FoodTruck21321,1,0,1,1,0,1,0,0,1,0
FoodTruck21322,0,1,0,1,0,0,1,1,1,0
FoodTruck21323,0,1,1,1,0,0,0,1,1,0
FoodTruck21324,0,0,0,1,0,1,0,0,0,0
FoodTruck21325,1,0,1,0,0,1,1,0,0,0
FoodTruck21326,1,1,1,1,1,0,1,1,1,0
FoodTruck21327,0,1,1,0,1,1,1,0,1,0
FoodTruck21328,0,1,0,0,1,0,1,1,1,0
FoodTruck21329,1,0,0,0,1,1,1,0,0,0
FoodTruck21330,0,0,0,1,1,0,0,1,1,0
FoodTruck21331,0,0,1,0,0,1,1,0,0,0
FoodTruck21332,1,1,1,1,0,0,1,0,0,0
FoodTruck21333,1,0,0,1,0,1,1,1,1,0
FoodTruck21334,1,1,1,0,1,1,1,1,1,0
FoodTruck21335,1,1,0,1,0,0,1,0,0,0
FoodTruck21336,0,0,1,0,1,0,0,0,0,0
FoodTruck21337,0,1,0,1,0,0,0,1,0,0
FoodTruck21338,0,1,1,0,1,0,1,1,1,0
FoodTruck21339,0,1,0,0,0,0,0,0,0,0
FoodTruck21340,1,1,0,0,0,0,0,0,0,0
FoodTruck21341,0,0,0,0,1,0,0,1,1,0
FoodTruck21342,0,1,1,0,1,0,1,1,1,0
FoodTruck21343,1,1,1,0,1,0,0,1,0,0
FoodTruck21344,0,0,0,0,0,0,1,1,0,0
FoodTruck21345,0,0,0,1,0,0,0,0,1,0
FoodTruck21346,0,0,0,0,0,1,0,1,0,0
FoodTruck21347,0,0,1,0,0,1,0,0,0,0
FoodTruck21348,1,0,1,0,0,0,1,0,1,0
FoodTruck21349,0,0,1,1,0,1,1,1,1,0
FoodTruck21350,0,1,1,0,1,1,1,0,0,0
FoodTruck21351,1,1,0,1,1,0,1,1,0,0
FoodTruck21352,1,0,0,1,1,0,0,1,0,0
FoodTruck21353,1,0,0,0,0,1,1,0,1,0
FoodTruck21354,1,0,0,0,0,1,1,0,0,0
FoodTruck21355,1,0,1,0,0,0,1,1,0,0
FoodTruck21356,0,1,1,1,1,1,1,1,1,0
FoodTruck21357,0,0,0,1,1,0,1,1,0,0
FoodTruck21358,0,0,1,0,1,1,1,0,1,0
FoodTruck21359,1,1,1,0,1,1,0,1,1,0
FoodTruck21360,1,1,1,0,1,1,0,0,1,0
FoodTruck21361,1,0,1,0,1,1,1,0,1,0
FoodTruck21362,0,0,1,0,0,1,1,0,1,0
FoodTruck21363,0,0,0,0,1,0,0,0,0,0
FoodTruck21364,0,1,1,1,1,0,1,1,1,0
FoodTruck21365,1,0,1,1,0,0,0,0,0,0
FoodTruck21366,0,1,1,1,1,0,0,0,1,0
FoodTruck21367,0,1,0,0,1,1,1,1,1,0
FoodTruck21368,1,1,0,1,0,0,0,1,1,0
FoodTruck21369,1,0,1,0,0,0,1,1,1,0
FoodTruck21370,1,1,0,0,0,1,1,0,0,0
FoodTruck21371,0,0,0,1,1,1,1,0,0,0
FoodTruck21372,0,0,1,1,0,0,0,1,0,0
FoodTruck21373,0,1,0,1,0,1,1,1,0,0
FoodTruck21374,1,1,1,0,0,1,0,0,1,0
FoodTruck21375,1,0,1,0,0,1,0,1,0,0
FoodTruck21376,0,1,0,1,0,0,0,0,0,0
FoodTruck21377,0,1,0,1,0,0,1,0,0,0
FoodTruck21378,0,0,1,0,0,1,1,0,1,0
FoodTruck21379,1,0,1,1,0,0,0,0,1,0
FoodTruck21380,0,1,1,1,0,0,0,0,0,0
FoodTruck21381,1,0,0,0,1,0,1,0,1,0
FoodTruck21382,0,0,0,0,0,0,0,1,1,0
FoodTruck21383,1,0,1,1,0,0,1,0,1,0
FoodTruck21384,1,1,1,1,0,1,0,1,1,0
FoodTruck21385,0,0,0,1,1,0,0,1,0,0
FoodTruck21386,1,0,1,1,1,0,1,0,1,0
FoodTruck21387,0,0,1,0,1,1,0,0,1,0
FoodTruck21388,1,0,0,1,0,0,1,1,1,0
FoodTruck21389,0,1,1,1,1,1,0,0,0,0
FoodTruck21390,1,0,1,0,0,1,0,0,0,0
FoodTruck21391,0,0,1,1,1,0,1,1,1,0
FoodTruck21392,1,1,1,1,0,0,1,0,1,0
FoodTruck21393,1,1,1,0,1,0,0,0,1,0
FoodTruck21394,1,0,0,0,1,0,0,1,1,0
FoodTruck21395,1,1,0,1,0,1,0,0,1,0
FoodTruck21396,1,1,0,0,0,1,1,1,0,0
FoodTruck21397,1,0,1,1,0,1,0,0,1,0
FoodTruck21398,0,1,1,1,1,0,1,1,1,0
FoodTruck21399,1,1,0,1,0,0,0,1,0,0
FoodTruck21400,0,1,0,0,0,1,1,1,1,0
FoodTruck21401,0,0,1,0,0,0,1,0,0,0
FoodTruck21402,1,0,0,1,0,0,0,1,0,0
FoodTruck21403,1,0,1,1,1,0,1,0,0,0
FoodTruck21404,0,1,1,1,1,1,0,0,0,0
FoodTruck21405,0,1,1,1,1,1,0,1,0,0
FoodTruck21406,1,1,0,1,0,0,0,1,1,0
FoodTruck21407,0,0,1,0,0,1,0,1,0,0
FoodTruck21408,1,1,0,1,1,0,0,1,1,0
FoodTruck21409,0,0,0,1,0,0,0,1,1,0
FoodTruck21410,0,1,1,1,0,0,0,1,1,0
FoodTruck21411,1,1,0,0,1,1,1,1,0,0
FoodTruck21412,0,0,1,1,0,0,1,0,1,0
FoodTruck21413,0,0,0,0,0,1,1,1,1,0
FoodTruck21414,1,1,0,1,1,1,0,0,0,0
FoodTruck21415,0,0,0,1,1,0,0,1,0,0
FoodTruck21416,1,1,0,1,0,1,0,0,1,0
FoodTruck21417,0,1,0,0,0,1,0,1,1,0
FoodTruck21418,0,0,0,1,0,0,0,0,0,0
FoodTruck21419,1,1,0,1,0,1,1,0,0,0
FoodTruck21420,1,1,1,0,0,1,0,0,0,0
FoodTruck21421,0,0,1,0,1,1,1,1,0,0
FoodTruck21422,0,1,1,0,1,0,1,0,1,0
FoodTruck21423,0,0,0,1,1,1,0,1,1,0
FoodTruck21424,0,0,0,0,0,1,0,1,1,0
FoodTruck21425,1,1,1,1,0,1,0,1,0,0
FoodTruck21426,1,0,0,0,0,0,1,1,1,0
FoodTruck21427,0,0,1,1,1,1,1,1,0,0
FoodTruck21428,0,1,1,1,1,0,0,0,1,0
FoodTruck21429,1,0,0,0,1,0,0,0,1,0
FoodTruck21430,1,0,0,0,1,0,1,0,0,0
FoodTruck21431,0,0,0,0,1,1,1,0,0,0
FoodTruck21432,0,0,1,0,1,1,0,1,0,0
FoodTruck21433,0,0,1,0,1,0,1,0,0,0
FoodTruck21434,0,0,0,1,0,1,0,1,0,0
FoodTruck21435,0,0,1,0,0,0,1,0,0,0
FoodTruck21436,0,0,0,0,1,0,1,0,0,0
FoodTruck21437,0,1,0,1,0,0,1,1,1,0
FoodTruck21438,1,0,1,0,0,1,1,0,1,0
FoodTruck21439,1,1,0,1,1,0,0,0,1,0
FoodTruck21440,1,0,0,0,0,0,1,0,0,0
FoodTruck21441,0,1,0,0,1,0,1,0,1,0
FoodTruck21442,1,1,0,0,0,0,0,0,1,0
FoodTruck21443,0,1,0,1,0,1,0,0,1,0
FoodTruck21444,0,0,0,1,0,1,1,1,1,0
FoodTruck21445,1,1,0,1,1,0,1,0,0,0
FoodTruck21446,0,1,1,0,0,1,1,1,1,0
FoodTruck21447,1,0,0,1,1,1,1,1,0,0
FoodTruck21448,1,0,1,0,0,0,1,1,1,0
FoodTruck21449,0,1,0,1,0,0,0,1,0,0
FoodTruck21450,0,0,1,1,0,1,1,1,0,0
FoodTruck21451,1,1,0,0,1,1,0,1,0,0
FoodTruck21452,0,0,0,0,0,0,0,1,1,0
FoodTruck21453,0,1,1,0,1,0,0,1,1,0
FoodTruck21454,0,0,0,1,0,0,0,0,1,0
FoodTruck21455,1,1,1,1,0,0,0,0,0,0
FoodTruck21456,1,1,0,1,0,1,0,1,1,0
FoodTruck21457,1,1,1,0,1,1,1,1,0,0
FoodTruck21458,1,0,1,0,1,1,0,0,1,0
FoodTruck21459,0,1,1,0,0,0,1,0,1,0
FoodTruck21460,1,1,1,1,0,0,0,1,0,0
FoodTruck21461,0,0,0,0,1,1,1,1,1,0
FoodTruck21462,1,0,0,1,1,1,1,1,1,0
FoodTruck21463,0,1,0,1,1,1,0,1,0,0
FoodTruck21464,0,0,0,0,0,1,0,1,0,0
FoodTruck21465,0,1,0,0,1,0,1,1,0,0
FoodTruck21466,0,1,0,0,1,1,0,0,0,0
FoodTruck21467,0,0,1,1,1,0,1,1,0,0
FoodTruck21468,1,1,0,1,0,1,1,1,1,0
FoodTruck21469,0,0,0,0,1,1,1,1,0,0
FoodTruck21470,0,1,1,0,1,1,1,0,0,0
FoodTruck21471,1,1,0,0,1,1,0,1,1,0
FoodTruck21472,1,0,0,1,1,0,0,1,0,0
FoodTruck21473,1,0,0,0,0,0,1,1,1,0
FoodTruck21474,1,0,0,1,1,1,1,1,0,0
FoodTruck21475,1,1,1,0,1,1,1,0,0,0
FoodTruck21476,0,0,1,0,1,0,0,0,1,0
FoodTruck21477,0,1,1,1,1,1,1,1,0,0
FoodTruck21478,1,1,0,0,1,0,0,0,0,0
FoodTruck21479,1,1,1,0,1,0,1,0,0,0
FoodTruck21480,0,1,1,1,0,0,0,0,1,0
FoodTruck21481,1,1,1,0,0,0,0,1,1,0
FoodTruck21482,0,0,0,0,1,0,0,0,1,0
FoodTruck21483,1,1,1,0,0,1,0,1,1,0
FoodTruck21484,1,0,0,1,1,0,1,0,0,0
FoodTruck21485,1,0,0,1,0,1,0,1,1,0
FoodTruck21486,0,0,1,1,1,1,1,0,0,0
FoodTruck21487,0,1,0,0,1,1,0,1,0,0
FoodTruck21488,0,0,0,0,1,1,1,0,1,0
FoodTruck21489,1,0,1,1,1,1,1,1,0,0
FoodTruck21490,1,0,1,0,0,0,0,0,0,0
FoodTruck21491,1,1,1,1,1,1,0,0,0,0
FoodTruck21492,0,1,1,0,0,1,1,0,1,0
FoodTruck21493,0,0,0,1,0,0,0,1,0,0
FoodTruck21494,0,0,1,1,1,0,0,0,1,0
FoodTruck21495,1,1,0,0,0,1,1,0,1,0
FoodTruck21496,1,0,1,0,1,1,0,0,0,0
FoodTruck21497,1,0,0,0,0,0,1,1,0,0
FoodTruck21498,0,0,1,0,0,1,0,1,0,0
FoodTruck21499,1,0,0,1,0,0,1,0,1,0
FoodTruck21500,1,0,1,1,1,0,1,0,1,0
FoodTruck21501,1,1,0,0,1,0,0,1,0,0
FoodTruck21502,0,0,0,1,0,1,0,0,1,0
FoodTruck21503,0,1,1,0,0,1,1,1,1,0
FoodTruck21504,0,1,1,0,1,1,1,0,0,0
FoodTruck21505,0,0,1,0,1,1,0,0,1,0
FoodTruck21506,0,0,1,1,1,1,1,1,0,0
FoodTruck21507,1,0,1,0,1,0,1,0,1,0
FoodTruck21508,0,0,0,0,1,1,0,0,1,0
FoodTruck21509,1,0,0,1,0,0,1,0,1,0
FoodTruck21510,0,1,1,0,1,0,0,0,0,0
FoodTruck21511,1,0,1,0,0,0,1,1,1,0
FoodTruck21512,1,1,0,1,1,1,1,0,1,0
FoodTruck21513,1,1,0,0,1,1,1,0,0,0
FoodTruck21514,1,1,0,0,0,0,0,1,0,0
FoodTruck21515,1,1,0,1,0,1,1,1,0,0
FoodTruck21516,0,1,0,1,1,0,1,0,0,0
FoodTruck21517,1,0,1,1,0,1,1,1,0,0
FoodTruck21518,1,0,0,1,0,1,1,1,1,0
FoodTruck21519,0,0,0,0,0,1,0,0,0,0
FoodTruck21520,0,1,1,0,0,1,0,1,1,0
FoodTruck21521,1,1,1,1,0,1,1,1,0,0
FoodTruck21522,1,0,0,1,1,1,1,1,0,0
FoodTruck21523,1,1,0,1,0,1,1,0,1,0
FoodTruck21524,0,1,1,0,0,0,0,0,0,0
FoodTruck21525,1,1,0,1,0,1,1,1,1,0
FoodTruck21526,0,1,1,1,1,0,0,1,0,0
FoodTruck21527,1,1,0,1,0,1,0,1,1,0
FoodTruck21528,1,0,0,1,0,1,0,0,0,0
FoodTruck21529,1,0,1,1,0,0,0,0,1,0
FoodTruck21530,1,0,0,1,0,1,1,1,0,0
FoodTruck21531,0,1,0,0,0,1,1,0,0,0
FoodTruck21532,0,1,1,0,1,0,1,0,1,0
FoodTruck21533,1,0,0,0,0,1,0,1,0,0
FoodTruck21534,0,0,1,0,1,1,0,1,0,0
FoodTruck21535,1,1,1,0,1,1,1,1,1,0
FoodTruck21536,0,0,0,0,0,1,0,0,0,0
FoodTruck21537,0,0,1,0,1,1,0,0,0,0
FoodTruck21538,0,0,1,0,1,0,1,0,1,0
FoodTruck21539,1,0,1,0,1,0,1,0,0,0
FoodTruck21540,0,1,0,0,1,0,1,1,0,0
FoodTruck21541,1,0,0,0,0,0,1,1,1,0
FoodTruck21542,1,0,1,0,1,0,0,1,0,0
FoodTruck21543,0,1,0,0,0,0,1,1,0,0
FoodTruck21544,1,0,0,0,1,0,1,1,0,0
FoodTruck21545,1,0,0,0,1,0,1,1,1,0
FoodTruck21546,0,0,0,1,0,0,1,1,1,0
FoodTruck21547,0,0,0,1,0,1,1,1,1,0
FoodTruck21548,1,0,0,0,1,1,1,0,0,0
FoodTruck21549,0,0,0,0,1,0,0,1,0,0
FoodTruck21550,0,0,0,1,1,0,1,0,1,0
FoodTruck21551,1,1,1,1,1,1,0,1,1,0
FoodTruck21552,0,1,0,0,1,0,0,0,0,0
FoodTruck21553,1,0,1,1,0,1,1,1,0,0
FoodTruck21554,0,1,0,1,0,1,1,0,0,0
FoodTruck21555,0,1,1,0,0,1,1,1,0,0
FoodTruck21556,1,1,1,1,1,1,1,0,1,0
FoodTruck21557,1,1,1,1,0,1,0,0,0,0
FoodTruck21558,0,1,1,1,1,1,0,1,0,0
FoodTruck21559,1,0,0,0,0,1,0,1,0,0
FoodTruck21560,0,0,0,0,1,0,1,0,0,0
FoodTruck21561,0,0,1,1,0,1,1,1,0,0
FoodTruck21562,0,1,1,0,1,0,0,1,1,0
FoodTruck21563,0,0,1,1,0,1,1,1,1,0
FoodTruck21564,0,0,0,0,1,0,1,1,1,0
FoodTruck21565,1,1,1,0,0,0,1,0,0,0
FoodTruck21566,1,1,0,0,0,1,1,0,1,0
FoodTruck21567,0,0,0,0,1,0,1,0,1,0
FoodTruck21568,0,1,1,1,1,0,0,1,0,0
FoodTruck21569,1,0,0,1,1,0,1,1,0,0
FoodTruck21570,1,0,0,0,0,0,1,0,0,0
FoodTruck21571,0,1,1,1,0,1,0,1,1,0
FoodTruck21572,0,1,1,0,1,1,1,0,0,0
FoodTruck21573,1,1,0,0,1,0,1,1,0,0
FoodTruck21574,1,1,1,1,1,1,0,1,0,0
FoodTruck21575,0,0,1,1,0,1,1,0,1,0
FoodTruck21576,0,1,1,1,1,0,1,1,1,0
FoodTruck21577,1,1,0,0,1,0,0,0,0,0
FoodTruck21578,1,1,1,0,0,1,1,0,0,0
FoodTruck21579,0,0,0,1,0,0,0,1,0,0
FoodTruck21580,1,1,0,1,1,1,1,1,1,0
FoodTruck21581,0,1,0,1,0,1,1,1,1,0
FoodTruck21582,1,0,0,1,1,0,0,1,1,0
FoodTruck21583,1,1,1,0,0,1,0,0,0,0
FoodTruck21584,1,0,1,1,1,0,1,1,1,0
FoodTruck21585,0,1,0,0,0,1,0,1,1,0
FoodTruck21586,1,0,0,1,0,0,0,1,1,0
FoodTruck21587,0,1,1,0,0,1,0,0,1,0
FoodTruck21588,0,1,1,1,0,1,1,0,1,0
FoodTruck21589,0,0,1,1,1,0,0,0,0,0
FoodTruck21590,0,0,0,0,1,1,1,0,1,0
FoodTruck21591,1,1,0,1,0,1,1,0,1,0
FoodTruck21592,1,1,0,1,1,1,1,1,0,0
FoodTruck21593,1,0,1,0,1,1,1,0,0,0
FoodTruck21594,0,1,0,1,1,1,0,1,1,0
FoodTruck21595,0,0,1,0,1,1,1,1,1,0
FoodTruck21596,1,1,1,0,0,0,1,0,1,0
FoodTruck21597,1,0,1,1,1,1,0,1,0,0
FoodTruck21598,1,0,0,0,1,1,1,1,1,0
FoodTruck21599,0,0,0,0,0,1,1,1,1,0
FoodTruck21600,1,1,1,1,0,0,1,0,0,0
FoodTruck21601,0,0,0,1,1,1,0,0,1,0
FoodTruck21602,1,0,0,0,1,1,0,0,0,0
FoodTruck21603,1,1,1,1,1,1,1,0,0,0
FoodTruck21604,1,1,1,0,1,0,1,1,1,0
FoodTruck21605,0,0,0,1,0,1,1,1,0,0
FoodTruck21606,0,1,1,1,1,0,1,1,1,0
FoodTruck21607,0,1,0,1,0,1,0,1,0,0
FoodTruck21608,0,0,1,0,1,0,1,1,0,0
FoodTruck21609,1,0,0,0,0,0,0,0,1,0
FoodTruck21610,1,0,0,1,0,0,1,1,1,0
FoodTruck21611,1,0,0,0,0,0,0,0,0,0
FoodTruck21612,0,1,0,0,0,0,1,0,0,0
FoodTruck21613,1,0,1,0,0,1,1,0,1,0
FoodTruck21614,1,0,1,1,1,1,1,1,1,0
FoodTruck21615,1,0,1,1,0,1,0,1,0,0
FoodTruck21616,0,0,0,0,0,0,1,0,0,0
FoodTruck21617,0,1,0,1,0,0,0,1,0,0
FoodTruck21618,0,1,1,1,1,1,1,1,1,0
FoodTruck21619,1,1,1,1,1,1,0,1,1,0
FoodTruck21620,0,0,0,1,1,1,0,1,1,0
FoodTruck21621,0,1,1,0,0,0,0,0,1,0
FoodTruck21622,0,1,0,1,1,0,0,0,0,0
FoodTruck21623,0,0,1,1,1,1,1,0,1,0
FoodTruck21624,0,0,0,1,1,0,0,1,0,0
FoodTruck21625,0,1,1,1,0,1,0,1,0,0
FoodTruck21626,0,1,0,0,0,1,0,0,0,0
FoodTruck21627,1,1,1,0,1,0,1,1,1,0
FoodTruck21628,0,1,0,0,1,1,1,0,1,0
FoodTruck21629,1,0,0,1,1,1,1,1,0,0
FoodTruck21630,1,0,1,1,1,1,1,0,0,0
FoodTruck21631,1,1,1,1,0,1,0,0,1,0
FoodTruck21632,1,0,0,1,1,0,0,1,1,0
FoodTruck21633,1,0,0,1,0,0,1,1,0,0
FoodTruck21634,1,1,1,1,0,0,0,0,1,0
FoodTruck21635,0,0,0,1,1,1,1,0,0,0
FoodTruck21636,1,0,1,1,1,1,0,1,0,0
FoodTruck21637,0,1,0,1,1,0,0,0,0,0
FoodTruck21638,1,0,0,1,0,0,0,0,1,0
FoodTruck21639,0,0,1,0,0,0,1,1,1,0
FoodTruck21640,0,0,1,0,0,1,0,0,1,0
FoodTruck21641,0,0,0,0,1,0,1,0,1,0
FoodTruck21642,1,1,1,1,0,0,0,1,0,0
FoodTruck21643,0,0,1,1,0,0,0,1,0,0
FoodTruck21644,1,1,1,0,0,1,0,1,1,0
FoodTruck21645,0,0,0,0,0,1,1,1,1,0
FoodTruck21646,1,1,0,1,1,1,0,1,0,0
FoodTruck21647,1,0,0,1,1,0,1,1,0,0
FoodTruck21648,1,1,1,0,1,0,1,1,1,0
FoodTruck21649,1,1,0,1,0,0,0,1,0,0
FoodTruck21650,1,0,0,1,1,1,1,0,1,0
FoodTruck21651,0,1,0,1,1,1,1,1,1,0
FoodTruck21652,1,0,1,0,1,1,0,1,1,0
FoodTruck21653,0,0,0,0,0,0,1,0,0,0
FoodTruck21654,1,0,1,1,0,0,1,1,0,0
FoodTruck21655,1,0,1,0,1,0,0,0,0,0
FoodTruck21656,1,1,1,1,1,0,0,1,0,0
FoodTruck21657,0,0,1,1,1,1,0,1,1,0
FoodTruck21658,0,1,1,1,0,1,1,1,0,0
FoodTruck21659,0,1,0,1,0,1,0,1,1,0
FoodTruck21660,1,1,1,0,0,1,1,0,1,0
FoodTruck21661,0,0,0,0,1,0,0,1,0,0
FoodTruck21662,1,1,0,1,0,1,1,1,1,0
FoodTruck21663,1,0,0,0,0,1,0,0,0,0
FoodTruck21664,1,0,1,0,1,1,1,1,0,0
FoodTruck21665,1,1,1,1,1,1,0,0,0,0
FoodTruck21666,0,0,1,1,1,1,1,0,1,0
FoodTruck21667,1,1,1,0,0,0,1,1,0,0
FoodTruck21668,1,0,1,1,1,0,1,0,1,0
FoodTruck21669,1,1,1,0,1,0,0,0,1,0
FoodTruck21670,1,0,0,0,0,1,0,0,1,0
FoodTruck21671,1,1,0,0,0,1,1,1,0,0
FoodTruck21672,0,0,0,1,0,0,1,1,1,0
FoodTruck21673,1,0,0,0,1,1,1,0,0,0
FoodTruck21674,1,1,0,0,0,1,0,0,1,0
FoodTruck21675,1,1,1,1,1,1,1,1,0,0
FoodTruck21676,0,1,1,1,0,1,1,0,1,0
FoodTruck21677,1,1,0,1,0,1,1,0,1,0
FoodTruck21678,1,1,0,1,0,0,1,1,0,0
FoodTruck21679,0,0,0,0,0,1,0,0,1,0
FoodTruck21680,1,1,0,1,1,0,1,0,0,0
FoodTruck21681,0,1,0,0,0,1,1,1,1,0
FoodTruck21682,0,1,1,1,0,1,1,1,1,0
FoodTruck21683,1,0,1,1,0,0,0,1,0,0
FoodTruck21684,0,1,0,1,1,1,1,0,0,0
FoodTruck21685,0,1,1,1,0,1,0,0,1,0
FoodTruck21686,0,1,0,1,1,0,1,0,1,0
FoodTruck21687,1,0,1,0,1,0,0,0,0,0
FoodTruck21688,1,0,0,1,0,0,1,1,1,0
FoodTruck21689,0,1,0,1,1,1,1,0,1,0
FoodTruck21690,0,0,0,1,0,0,0,0,0,0
FoodTruck21691,1,0,0,0,1,1,1,0,1,0
FoodTruck21692,1,0,1,0,1,0,0,0,0,0
FoodTruck21693,1,0,1,1,1,0,0,0,0,0
FoodTruck21694,0,1,0,0,1,1,0,1,1,0
FoodTruck21695,1,1,1,0,1,1,0,1,0,0
FoodTruck21696,1,0,0,0,1,0,1,1,0,0
FoodTruck21697,0,1,0,0,0,0,0,0,0,0
FoodTruck21698,0,1,0,1,0,1,1,1,0,0
FoodTruck21699,1,0,0,0,0,1,0,1,0,0
FoodTruck21700,1,0,1,0,1,0,0,1,1,0
FoodTruck21701,1,1,0,0,1,1,0,0,1,0
FoodTruck21702,1,0,1,0,1,0,1,0,1,0
FoodTruck21703,0,0,0,1,0,1,1,1,1,0
FoodTruck21704,1,0,0,0,1,0,0,0,1,0
FoodTruck21705,0,1,0,1,0,1,0,0,0,0
FoodTruck21706,1,0,1,0,1,0,0,0,0,0
FoodTruck21707,1,1,1,1,1,0,0,0,1,0
FoodTruck21708,0,1,0,1,1,0,1,0,1,0
FoodTruck21709,0,0,0,0,1,1,0,1,1,0
FoodTruck21710,0,1,0,0,0,0,1,0,0,0
FoodTruck21711,1,1,0,1,1,0,1,0,1,0
FoodTruck21712,0,0,0,0,0,1,1,1,1,0
FoodTruck21713,0,1,0,0,1,0,0,0,1,0
FoodTruck21714,1,1,1,1,0,0,1,0,0,0
FoodTruck21715,0,1,0,0,1,1,1,1,0,0
FoodTruck21716,1,0,1,0,1,0,1,1,0,0
FoodTruck21717,0,0,1,1,1,1,0,1,1,0
FoodTruck21718,1,1,0,1,0,1,1,1,0,0
FoodTruck21719,1,0,0,0,0,0,1,1,1,0
FoodTruck21720,0,1,1,1,1,0,1,1,1,0
FoodTruck21721,1,1,1,1,0,0,0,1,0,0
FoodTruck21722,1,1,0,0,1,0,0,1,1,0
FoodTruck21723,0,1,0,0,0,0,0,0,1,0
FoodTruck21724,1,0,0,1,0,0,1,0,0,0
FoodTruck21725,1,1,0,1,0,1,1,0,0,0
FoodTruck21726,0,0,1,0,1,0,0,0,0,0
FoodTruck21727,1,0,0,0,0,0,1,0,1,0
FoodTruck21728,1,0,1,1,0,1,0,0,1,0
FoodTruck21729,0,0,1,0,0,0,0,1,1,0
FoodTruck21730,0,0,1,1,1,0,1,0,1,0
FoodTruck21731,0,0,0,1,1,1,0,1,0,0
FoodTruck21732,0,1,1,1,0,0,1,0,0,0
FoodTruck21733,0,0,1,0,1,0,0,1,1,0
FoodTruck21734,1,0,0,1,0,0,0,1,1,0
FoodTruck21735,1,1,0,1,0,0,0,0,1,0
FoodTruck21736,0,0,1,0,0,1,1,1,1,0
FoodTruck21737,0,1,0,1,1,0,0,0,1,0
FoodTruck21738,0,1,0,0,0,1,0,1,0,0
FoodTruck21739,0,0,1,0,0,1,1,1,1,0
FoodTruck21740,0,1,0,1,0,0,0,1,1,0
FoodTruck21741,0,0,1,1,0,0,1,1,1,0
FoodTruck21742,1,1,0,0,0,0,0,0,0,0
FoodTruck21743,0,1,1,1,1,0,1,1,0,0
FoodTruck21744,1,1,0,1,1,0,1,1,0,0
FoodTruck21745,1,0,0,0,0,0,1,1,0,0
